href,text,source_file,line_number,tag,category,context,is_valid,target,rel,aria_label,class
mailto:alocubanoboulderfest@gmail.com?subject=A Lo Cubano Boulder Fest Inquiry,alocubanoboulderfest@gmail.com,schedule.html,236,a,email,footer,True,,,,
https://instagram.com/alocubanoboulder,,schedule.html,238,a,social,footer,True,_blank,noopener noreferrer,Follow us on Instagram,social-link-type
https://chat.whatsapp.com/KadIVdb24RWKdIKGtipnLH,,schedule.html,245,a,social,footer,True,_blank,noopener noreferrer,Join us on WhatsApp,social-link-type
/js/navigation.js,,schedule.html,253,script,asset,body,True,,,,
/js/components/lightbox.js,,schedule.html,254,script,asset,body,True,,,,
/js/components/lazy-loading.js,,schedule.html,255,script,asset,body,True,,,,
/js/main.js,,schedule.html,256,script,asset,body,True,,,,
/js/typography.js,,schedule.html,257,script,asset,body,True,,,,
/js/image-cache-manager.js?v=2025-07-20-DEBUG-TIMING,,schedule.html,258,script,content,body,True,,,,
/js/gallery-hero.js,,schedule.html,259,script,asset,body,True,,,,
/images/favicon-circle.svg,,tickets.html,9,link,asset,body,True,,icon,,
/images/favicon.ico,,tickets.html,10,link,asset,body,True,,icon,,
/images/favicons/favicon-16x16.png,,tickets.html,11,link,asset,body,True,,icon,,
/images/favicons/favicon-32x32.png,,tickets.html,12,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,tickets.html,13,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,tickets.html,14,link,asset,body,True,,apple-touch-icon,,
/css/base.css,,tickets.html,15,link,asset,body,True,,stylesheet,,
/css/components.css,,tickets.html,16,link,asset,body,True,,stylesheet,,
/css/typography.css,,tickets.html,17,link,asset,body,True,,stylesheet,,
/css/mobile-overrides.css,,tickets.html,18,link,asset,body,True,,stylesheet,,
/home,,tickets.html,25,a,navigation,header,True,,,Go to home page,logo-link
/images/logo.png,A Lo Cubano Boulder Fest Logo,tickets.html,26,img,asset,header,True,,,,
/home,Home,tickets.html,39,a,navigation,header|navigation|nav|list,True,,,,nav-link
/about,About,tickets.html,40,a,navigation,header|navigation|nav|list,True,,,,nav-link
/artists,Artists,tickets.html,41,a,navigation,header|navigation|nav|list,True,,,,nav-link
/schedule,Schedule,tickets.html,42,a,navigation,header|navigation|nav|list,True,,,,nav-link
/gallery,Gallery,tickets.html,43,a,navigation,header|navigation|nav|list,True,,,,nav-link
/tickets,Tickets,tickets.html,44,a,navigation,header|navigation|nav|list,True,,,,nav-link is-active
/donations,Donate,tickets.html,45,a,navigation,header|navigation|nav|list,True,,,,nav-link
,"Excited festival attendees enjoying A Lo Cubano Boulder Fest events, highlighting the experience visitors can expect",tickets.html,57,img,content,main,True,,,,hero-splash-img
mailto:alocubanoboulderfest@gmail.com?subject=A Lo Cubano Boulder Fest Inquiry,alocubanoboulderfest@gmail.com,tickets.html,286,a,email,footer|form,True,,,,
https://instagram.com/alocubanoboulder,,tickets.html,288,a,social,footer|form,True,_blank,noopener noreferrer,Follow us on Instagram,social-link-type
https://chat.whatsapp.com/KadIVdb24RWKdIKGtipnLH,,tickets.html,295,a,social,footer|form,True,_blank,noopener noreferrer,Join us on WhatsApp,social-link-type
/js/navigation.js,,tickets.html,303,script,asset,form,True,,,,
/js/components/lightbox.js,,tickets.html,304,script,asset,form,True,,,,
/js/components/lazy-loading.js,,tickets.html,305,script,asset,form,True,,,,
/js/main.js,,tickets.html,306,script,asset,form,True,,,,
/js/typography.js,,tickets.html,307,script,asset,form,True,,,,
/js/image-cache-manager.js?v=2025-07-20-DEBUG-TIMING,,tickets.html,308,script,content,form,True,,,,
/js/gallery-hero.js,,tickets.html,309,script,asset,form,True,,,,
/images/favicon-circle.svg,,donations.html,9,link,asset,body,True,,icon,,
/images/favicon.ico,,donations.html,10,link,asset,body,True,,icon,,
/images/favicons/favicon-16x16.png,,donations.html,11,link,asset,body,True,,icon,,
/images/favicons/favicon-32x32.png,,donations.html,12,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,donations.html,13,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,donations.html,14,link,asset,body,True,,apple-touch-icon,,
/css/base.css,,donations.html,15,link,asset,body,True,,stylesheet,,
/css/components.css,,donations.html,16,link,asset,body,True,,stylesheet,,
/css/typography.css,,donations.html,17,link,asset,body,True,,stylesheet,,
/css/mobile-overrides.css,,donations.html,18,link,asset,body,True,,stylesheet,,
/home,,donations.html,25,a,navigation,header,True,,,Go to home page,logo-link
/images/logo.png,A Lo Cubano Boulder Fest Logo,donations.html,26,img,asset,header,True,,,,
/home,Home,donations.html,39,a,navigation,header|navigation|nav|list,True,,,,nav-link
/about,About,donations.html,40,a,navigation,header|navigation|nav|list,True,,,,nav-link
/artists,Artists,donations.html,41,a,navigation,header|navigation|nav|list,True,,,,nav-link
/schedule,Schedule,donations.html,42,a,navigation,header|navigation|nav|list,True,,,,nav-link
/gallery,Gallery,donations.html,43,a,navigation,header|navigation|nav|list,True,,,,nav-link
/tickets,Tickets,donations.html,44,a,navigation,header|navigation|nav|list,True,,,,nav-link
/donations,Donate,donations.html,45,a,navigation,header|navigation|nav|list,True,,,,nav-link is-active
,"Community supporters and volunteers making A Lo Cubano Boulder Fest possible, showing the impact of donations",donations.html,57,img,content,main,True,,,,hero-splash-img
mailto:alocubanoboulderfest@gmail.com?subject=A Lo Cubano Boulder Fest Inquiry,alocubanoboulderfest@gmail.com,donations.html,191,a,email,footer|form,True,,,,
https://instagram.com/alocubanoboulder,,donations.html,193,a,social,footer|form,True,_blank,noopener noreferrer,Follow us on Instagram,social-link-type
https://chat.whatsapp.com/KadIVdb24RWKdIKGtipnLH,,donations.html,200,a,social,footer|form,True,_blank,noopener noreferrer,Join us on WhatsApp,social-link-type
/js/navigation.js,,donations.html,208,script,asset,form,True,,,,
/js/components/lightbox.js,,donations.html,209,script,asset,form,True,,,,
/js/components/lazy-loading.js,,donations.html,210,script,asset,form,True,,,,
/js/main.js,,donations.html,211,script,asset,form,True,,,,
/js/typography.js,,donations.html,212,script,asset,form,True,,,,
/js/image-cache-manager.js?v=2025-07-20-DEBUG-TIMING,,donations.html,213,script,content,form,True,,,,
/js/gallery-hero.js,,donations.html,214,script,asset,form,True,,,,
/images/favicon-circle.svg,,artists.html,9,link,asset,body,True,,icon,,
/images/favicon.ico,,artists.html,10,link,asset,body,True,,icon,,
/images/favicons/favicon-16x16.png,,artists.html,11,link,asset,body,True,,icon,,
/images/favicons/favicon-32x32.png,,artists.html,12,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,artists.html,13,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,artists.html,14,link,asset,body,True,,apple-touch-icon,,
/css/base.css,,artists.html,15,link,asset,body,True,,stylesheet,,
/css/components.css,,artists.html,16,link,asset,body,True,,stylesheet,,
/css/typography.css,,artists.html,17,link,asset,body,True,,stylesheet,,
/css/mobile-overrides.css,,artists.html,18,link,asset,body,True,,stylesheet,,
/home,,artists.html,25,a,navigation,header,True,,,Go to home page,logo-link
/images/logo.png,A Lo Cubano Boulder Fest Logo,artists.html,26,img,asset,header,True,,,,
/home,Home,artists.html,39,a,navigation,header|navigation|nav|list,True,,,,nav-link
/about,About,artists.html,40,a,navigation,header|navigation|nav|list,True,,,,nav-link
/artists,Artists,artists.html,41,a,navigation,header|navigation|nav|list,True,,,,nav-link is-active
/schedule,Schedule,artists.html,42,a,navigation,header|navigation|nav|list,True,,,,nav-link
/gallery,Gallery,artists.html,43,a,navigation,header|navigation|nav|list,True,,,,nav-link
/tickets,Tickets,artists.html,44,a,navigation,header|navigation|nav|list,True,,,,nav-link
/donations,Donate,artists.html,45,a,navigation,header|navigation|nav|list,True,,,,nav-link
,"Featured Cuban salsa instructors and artists performing at A Lo Cubano Boulder Fest, showcasing authentic dance techniques",artists.html,57,img,content,main,True,,,,hero-splash-img
mailto:alocubanoboulderfest@gmail.com?subject=A Lo Cubano Boulder Fest Inquiry,alocubanoboulderfest@gmail.com,artists.html,252,a,email,footer,True,,,,
https://instagram.com/alocubanoboulder,,artists.html,254,a,social,footer,True,_blank,noopener noreferrer,Follow us on Instagram,social-link-type
https://chat.whatsapp.com/KadIVdb24RWKdIKGtipnLH,,artists.html,261,a,social,footer,True,_blank,noopener noreferrer,Join us on WhatsApp,social-link-type
/js/navigation.js,,artists.html,269,script,asset,body,True,,,,
/js/components/lightbox.js,,artists.html,270,script,asset,body,True,,,,
/js/components/lazy-loading.js,,artists.html,271,script,asset,body,True,,,,
/js/main.js,,artists.html,272,script,asset,body,True,,,,
/js/typography.js,,artists.html,273,script,asset,body,True,,,,
/js/image-cache-manager.js?v=2025-07-20-DEBUG-TIMING,,artists.html,274,script,content,body,True,,,,
/js/gallery-hero.js,,artists.html,275,script,asset,body,True,,,,
/images/favicon-circle.svg,,gallery.html,9,link,asset,body,True,,icon,,
/images/favicon.ico,,gallery.html,10,link,asset,body,True,,icon,,
/images/favicons/favicon-16x16.png,,gallery.html,11,link,asset,body,True,,icon,,
/images/favicons/favicon-32x32.png,,gallery.html,12,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,gallery.html,13,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,gallery.html,14,link,asset,body,True,,apple-touch-icon,,
/css/base.css,,gallery.html,15,link,asset,body,True,,stylesheet,,
/css/components.css,,gallery.html,16,link,asset,body,True,,stylesheet,,
/css/typography.css,,gallery.html,17,link,asset,body,True,,stylesheet,,
/css/mobile-overrides.css,,gallery.html,18,link,asset,body,True,,stylesheet,,
/home,,gallery.html,25,a,navigation,header,True,,,Go to home page,logo-link
/images/logo.png,A Lo Cubano Boulder Fest Logo,gallery.html,26,img,asset,header,True,,,,
/home,Home,gallery.html,39,a,navigation,header|navigation|nav|list,True,,,,nav-link
/about,About,gallery.html,40,a,navigation,header|navigation|nav|list,True,,,,nav-link
/artists,Artists,gallery.html,41,a,navigation,header|navigation|nav|list,True,,,,nav-link
/schedule,Schedule,gallery.html,42,a,navigation,header|navigation|nav|list,True,,,,nav-link
/gallery,Gallery,gallery.html,43,a,navigation,header|navigation|nav|list,True,,,,nav-link is-active
/tickets,Tickets,gallery.html,44,a,navigation,header|navigation|nav|list,True,,,,nav-link
/donations,Donate,gallery.html,45,a,navigation,header|navigation|nav|list,True,,,,nav-link
,"Memorable gallery photos from past A Lo Cubano Boulder Fest events showcasing dancers, performances, and community moments",gallery.html,57,img,content,main,True,,,,hero-splash-img
/gallery-2025,,gallery.html,67,a,content,main,True,,,,festival-year-card
/tickets,GET YOUR TICKETS,gallery.html,127,a,content,main,True,,,,form-button-type
mailto:alocubanoboulderfest@gmail.com?subject=A Lo Cubano Boulder Fest Inquiry,alocubanoboulderfest@gmail.com,gallery.html,134,a,email,footer,True,,,,
https://instagram.com/alocubanoboulder,,gallery.html,136,a,social,footer,True,_blank,noopener noreferrer,Follow us on Instagram,social-link-type
https://chat.whatsapp.com/KadIVdb24RWKdIKGtipnLH,,gallery.html,143,a,social,footer,True,_blank,noopener noreferrer,Join us on WhatsApp,social-link-type
/js/navigation.js,,gallery.html,151,script,asset,body,True,,,,
/js/components/lightbox.js,,gallery.html,152,script,asset,body,True,,,,
/js/components/lazy-loading.js,,gallery.html,153,script,asset,body,True,,,,
/js/main.js,,gallery.html,154,script,asset,body,True,,,,
/js/typography.js,,gallery.html,155,script,asset,body,True,,,,
/js/image-cache-manager.js?v=2025-07-20-DEBUG-TIMING,,gallery.html,156,script,content,body,True,,,,
/js/gallery-hero.js,,gallery.html,157,script,asset,body,True,,,,
/images/favicon-circle.svg,,gallery-2025.html,8,link,asset,body,True,,icon,,
/images/favicon.ico,,gallery-2025.html,9,link,asset,body,True,,icon,,
/images/favicons/favicon-16x16.png,,gallery-2025.html,10,link,asset,body,True,,icon,,
/images/favicons/favicon-32x32.png,,gallery-2025.html,11,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,gallery-2025.html,12,link,asset,body,True,,icon,,
/images/favicons/favicon-192x192.png,,gallery-2025.html,13,link,asset,body,True,,apple-touch-icon,,
/css/base.css,,gallery-2025.html,14,link,asset,body,True,,stylesheet,,
/css/components.css,,gallery-2025.html,15,link,asset,body,True,,stylesheet,,
/css/typography.css,,gallery-2025.html,16,link,asset,body,True,,stylesheet,,
/css/mobile-overrides.css,,gallery-2025.html,17,link,asset,body,True,,stylesheet,,
/home,,gallery-2025.html,24,a,navigation,header,True,,,Go to home page,logo-link
/images/logo.png,A Lo Cubano Boulder Fest Logo,gallery-2025.html,25,img,asset,header,True,,,,
/home,Home,gallery-2025.html,38,a,navigation,header|navigation|nav|list,True,,,,nav-link
/about,About,gallery-2025.html,39,a,navigation,header|navigation|nav|list,True,,,,nav-link
/artists,Artists,gallery-2025.html,40,a,navigation,header|navigation|nav|list,True,,,,nav-link
/schedule,Schedule,gallery-2025.html,41,a,navigation,header|navigation|nav|list,True,,,,nav-link
/gallery,Gallery,gallery-2025.html,42,a,navigation,header|navigation|nav|list,True,,,,nav-link is-active
/tickets,Tickets,gallery-2025.html,43,a,navigation,header|navigation|nav|list,True,,,,nav-link
/donations,Donate,gallery-2025.html,44,a,navigation,header|navigation|nav|list,True,,,,nav-link
/gallery,,gallery-2025.html,55,a,content,main,True,,,,back-link
/gallery,← Back to Gallery,gallery-2025.html,100,a,content,main,True,,,,form-button-type
/tickets,Get 2026 Tickets,gallery-2025.html,101,a,content,main,True,,,,form-button-type
mailto:alocubanoboulderfest@gmail.com?subject=A Lo Cubano Boulder Fest Inquiry,alocubanoboulderfest@gmail.com,gallery-2025.html,135,a,email,footer,True,,,,
https://instagram.com/alocubanoboulder,,gallery-2025.html,137,a,social,footer,True,_blank,noopener noreferrer,Follow us on Instagram,social-link-type
https://chat.whatsapp.com/KadIVdb24RWKdIKGtipnLH,,gallery-2025.html,144,a,social,footer,True,_blank,noopener noreferrer,Join us on WhatsApp,social-link-type
/js/navigation.js,,gallery-2025.html,152,script,asset,body,True,,,,
/js/components/lightbox.js,,gallery-2025.html,153,script,asset,body,True,,,,
/js/components/lazy-loading.js,,gallery-2025.html,154,script,asset,body,True,,,,
/js/performance-monitor.js,,gallery-2025.html,156,script,asset,body,True,,,,
/js/prefetch-manager.js,,gallery-2025.html,157,script,asset,body,True,,,,
/js/progressive-loader.js,,gallery-2025.html,158,script,asset,body,True,,,,
/js/cache-warmer.js,,gallery-2025.html,159,script,asset,body,True,,,,
/js/main.js,,gallery-2025.html,160,script,asset,body,True,,,,
/js/typography.js,,gallery-2025.html,161,script,asset,body,True,,,,
/js/gallery-detail.js?v=2025-07-22-PERFORMANCE-OPTIMIZED,,gallery-2025.html,174,script,content,body,True,,,,
